,A_index,C_flare,K_index,N_PAIRS,N_STATIONS,kurtosis_delay,kurtosis_grad,max_elevation,max_grad,max_phase_delay,mean_code_delay,mean_elevation,mean_grad,mean_phase_delay,min_elevation,min_grad,min_phase_delay,mse,new_regions,radio_flux,std_grad,std_phase,sunsplot_number,sunspot_area,bucket_grad,bucket_grad_mean,k_index_bucket,elev_min_bucket,elev_mean_bucket,elev_max_bucket,grad_elev,BIN_LABEL,LABEL,prn,network,STATIONS,PAIRS,ID,YEAR,DAY,TIME
785,4,0,1,6,9,-0.824598631751,12.0426028041,58.3325915722,181.074458411,21.2947755174,7.73816000542,29.35292378,28.1809800031,7.79883567313,3.21125509939,0.0073050098477,-3.95453319752,1.11329903777,3,118,9.49115518971,3.33702798108,84,520,2,1,1,0,1,2,21,1.0,1.0,GPS 4,regme,"'maec', 'gyec', 'njec', 'ljec', 'prec', 'erec', 'cuec', 'alec', 'gzec'","'cuecgzec', 'maecerec', 'precerec', 'njecgyec', 'ljecgzec', 'erecalec'",834,2014,117,15450
787,4,0,4,6,7,-0.620431636107,5.69945058597,82.5641989831,432.213190807,11.9231007099,6.8032523849,47.7308833776,86.1441010541,6.79696706138,2.90671226109,0.00154938364815,0.735596139308,0.276474448276,3,118,9.85013862302,1.14337000062,84,520,3,2,3,0,2,3,32,1.0,1.0,GPS 8,regme,"'coec', 'cxec', 'quem', 'ibec', 'epec', 'chec', 'qvec'","'epecquem', 'cxecqvec', 'epecchec', 'quemibec', 'checquem', 'ibeccoec'",836,2014,117,9030
788,4,0,4,3,4,-0.631618991855,4.62200675588,70.1428597137,438.802995609,9.7014921291,4.75282235644,40.4377602008,163.00456877,4.75739657946,4.95489409016,4.12724430949,-1.04885691149,0.361806964916,3,118,11.5658024773,1.6094923807,84,520,3,2,3,0,2,3,32,1.0,1.0,GPS 9,regme,"'ibec', 'quem', 'chec', 'epec'","'checquem', 'epecquem', 'quemibec'",837,2014,117,8550
789,4,0,4,3,4,-0.547934109769,8.85296455322,70.0854282858,69.0940365316,10.3161956448,7.09230328497,40.7431509985,6.81583085498,7.1207353727,6.33471542038,0.000139965377339,3.52469966176,0.379731534232,3,118,8.79826264651,1.59010152434,84,520,2,1,3,0,2,3,22,1.0,2.0,GPS 9,regme,"'chec', 'coec', 'ibec', 'epec'","'ibeccoec', 'epecchec'",838,2014,117,9840
792,18,2,18,4,6,2.86246220448,12.9628301586,81.9243798282,296.962555278,17.9548931542,8.29795594587,42.0397666219,57.0766998372,8.29062613629,3.1441592624,0.00603079844704,3.09659843898,0.482130458446,0,124,13.033846702,1.57745186614,81,540,3,2,4,0,2,3,32,1.0,1.0,GPS 10,regme,"'cxec', 'quem', 'epec', 'cuec', 'qvec', 'gzec'","'cuecgzec', 'epecquem', 'cxecqvec', 'epeccxec'",841,2014,120,6360
793,18,2,18,6,5,2.22739770615,10.9102311222,82.4287798479,82.458119939,12.9743189588,7.94178512404,42.7026176162,12.7224593856,7.95374453876,2.91217744054,2.96349826907e-05,2.76152561015,0.460493263471,0,124,8.57502213625,1.10864463745,81,540,2,1,4,0,2,3,22,1.0,1.0,GPS 10,regme,"'ibec', 'coec', 'quem', 'chec', 'epec'","'epecchec', 'checibec', 'quemibec', 'epecibec', 'checquem', 'coecibec'",842,2014,120,7740
806,18,2,18,3,4,-0.803754245156,7.48386982092,70.1334874984,58.8388962086,10.8767588046,7.33753546935,41.8529446826,17.0105444184,7.34598582627,6.23095918301,0.0495823478584,2.91499217927,0.327581127476,0,124,7.48982782338,1.51008785528,81,540,2,1,4,0,2,3,22,1.0,2.0,GPS 9,regme,"'coec', 'quem', 'chec', 'ibec'","'quemibec', 'checquem', 'coecibec'",858,2014,120,7950
808,3,7,3,2,4,1.99963244424,3.6126141329,82.4584621143,69.9713122885,10.7513627634,5.83977708186,42.2948442454,18.7761057928,5.83857497972,3.31604879239,0.0305544795165,0.824861294571,0.281493358364,1,135,10.6559974465,1.05006294555,114,1010,2,1,2,0,2,3,22,1.0,1.0,GPS 10,regme,"'ibec', 'coec', 'chec', 'epec'","'epecchec', 'coecibec'",860,2014,122,8430
814,3,7,1,2,4,2.85818691859,47.4536104006,57.416251545,59.2072528886,29.1280195837,10.7879828453,28.7428568649,19.0091830575,10.7847092894,1.6712764843,0.0691022530257,4.75921644239,0.443855261361,1,135,5.88211825943,4.62605725018,114,1010,2,1,1,0,1,2,21,1.0,1.0,GPS 24,regme,"'njec', 'seec', 'pjec', 'mhec'","'seecpjec', 'mhecnjec'",868,2014,122,14430
828,3,7,3,3,5,2.12294707229,8.35867044917,81.4784958358,73.3040443419,8.53172254559,6.0528611941,48.3029142159,20.575536295,6.06122861546,5.6022306223,0.0101369990211,0.751933341461,0.271246762895,1,135,8.31395117035,1.13749408866,114,1010,2,1,2,0,2,3,22,1.0,2.0,GPS 8,regme,"'ibec', 'coec', 'quem', 'chec', 'epec'","'quemibec', 'epecchec', 'coecibec'",883,2014,122,8490
829,3,7,3,2,4,2.93292860726,14.4533525233,70.0684457421,77.71395941,8.59140942579,5.60835388111,40.7307672539,16.9291199489,5.61100712937,6.3526713639,0.0125565553577,0.244590594832,0.259821776735,1,135,9.19250129361,1.050313397,114,1010,2,1,2,0,2,3,22,1.0,2.0,GPS 9,regme,"'ibec', 'coec', 'chec', 'epec'","'epecchec', 'coecibec'",884,2014,122,7920
